,Id,MSSubClass,MSZoning,LogLotFrontage,LogLotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Log1stFlrSF,X2ndFlrSF,LowQualFinSF,LogGrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,TotalSF,CostPerSF
802,802,30,RM,1.305323,2.137282,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,5,1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1.958225,0,0,1.958225,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,2.451636,7.086738,91.88963
803,803,60,RL,1.421453,2.198531,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,2005,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Ex,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,1.885599,728,0,1.985604,1,0,2,1,3,1,Gd,7,Typ,1,2,Attchd,2005,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,None,None,None,0,10,2008,WD,Normal,2.497288,7.283448,129.8077
804,804,60,RL,1.541765,2.255388,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,10,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Fa,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,2.009312,1088,0,2.072568,0,0,3,1,4,1,Ex,12,Typ,1,2,BuiltIn,2009,RFn,3,1020,TA,TA,Y,52,170,0,0,192,0,None,None,None,0,1,2009,New,Partial,2.585945,7.945201,206.5673
805,805,20,RL,1.462674,2.208822,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,6,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,TA,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1.949931,0,0,1.949931,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,1954,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Family,2.457744,7.028201,104.6099
806,806,20,RL,1.506488,2.242329,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,8,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1.982935,0,0,1.982935,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,2008,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,7,2008,New,Partial,2.512497,7.26403,159.4398
807,807,80,RL,1.462674,2.217574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,6,1967,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Ex,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,1.929716,0,0,1.929716,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1967,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,2.469516,6.887553,138.2653
808,808,70,RL,1.603382,2.299621,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,6,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Fa,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1.942659,504,0,1.996419,2,0,1,1,3,1,Gd,6,Typ,1,None,Attchd,1923,RFn,2,528,TA,TA,Y,0,312,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2.510994,7.362645,141.8147
809,809,80,RL,1.491251,2.251609,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,6,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Ex,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1.944517,0,0,1.944517,1,0,1,0,3,1,TA,6,Typ,1,2,Attchd,1966,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Normal,2.483457,6.990257,147.2836
810,810,75,RM,1.504035,2.197182,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,6,1965,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1.94306,1063,0,2.037007,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,1910,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,2.448519,7.667626,49.57905
811,811,20,RL,1.471717,2.221835,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,7,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,TA,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1.970884,0,0,1.970884,1,0,1,1,3,1,Gd,5,Typ,1,1,Attchd,1974,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,None,0,1,2006,WD,Normal,2.493722,7.177019,138.2735
812,812,120,RM,1.443172,2.127989,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,7,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Fa,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,1.908487,0,0,1.908487,1,0,1,0,1,1,Gd,4,Typ,1,2,Attchd,2004,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,6,2008,ConLD,Normal,2.474943,6.742881,170.4009
813,813,20,C (all),1.432618,2.205243,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,6,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Ex,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1.938859,0,0,1.938859,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,1952,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,54,6,2010,WD,Alloca,2.391784,6.950815,53.63314
814,814,20,RL,1.462674,2.217574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,7,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,TA,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1.984277,0,0,1.984277,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1958,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,None,None,Shed,500,4,2007,COD,Normal,2.48238,7.273786,109.5007
815,815,50,RL,1.336753,2.199192,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,6,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,1.876541,564,0,1.964437,0,1,1,1,3,1,Fa,7,Typ,0,None,Detchd,1955,Unf,1,280,TA,TA,P,207,0,96,0,0,0,None,None,None,0,7,2006,WD,Normal,2.45628,7.130899,92.8
816,816,20,RL,1.353565,2.241137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,2.003529,0,0,2.003529,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1998,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.511501,7.415175,135.4004
817,817,20,RL,1.443172,2.234687,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,6,1954,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1.933798,0,0,1.933798,0,0,1,0,2,1,TA,4,Typ,1,2,Attchd,1954,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,7,2006,WD,Normal,2.470447,6.915723,135.9127
818,818,20,RL,1.443172,2.250542,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,9,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,Gd,TA,TA,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,2.00578,0,0,2.00578,1,0,2,0,3,1,Gd,7,Typ,2,2,Attchd,2002,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,2.526518,7.431892,160.45
819,819,80,RL,1.477511,2.20655,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,7,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Ex,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1.939957,0,0,1.939957,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1971,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,2.48083,6.958448,147.3384
820,820,120,RL,1.330832,2.17014,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,8,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,Gd,TA,Gd,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1.975991,0,0,1.975991,1,0,2,0,2,1,Gd,6,Typ,1,2,Attchd,2010,RFn,2,484,TA,TA,Y,192,35,0,0,0,0,None,None,None,0,6,2010,New,Partial,2.511175,7.213768,164.9485
821,821,60,RL,1.453174,2.184414,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,8,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,1.899434,842,0,2.001811,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2003,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,6,2008,WD,Normal,2.494629,7.402452,111.5854
822,822,20,RM,1.409607,2.163267,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,5,1953,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,Fa,TA,TA,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,1.923024,0,0,1.923024,0,0,1,0,2,1,TA,4,Min2,0,None,Detchd,1974,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,None,None,None,0,2,2009,WD,Normal,2.437147,6.841615,99.35897
823,823,60,RL,1.443172,2.243362,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,8,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Fa,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,1.908312,886,0,2.009235,0,0,2,1,3,1,Gd,7,Typ,1,2,BuiltIn,2003,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,None,None,None,0,10,2007,WD,Family,2.511537,7.457609,129.8327
824,824,50,RL,1.409607,2.219235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,7,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,1.924267,545,0,1.988677,0,0,2,0,3,1,TA,7,Typ,1,2,Detchd,1940,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,2.471975,7.30586,93.68704
825,825,20,FV,1.480342,2.232709,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,9,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Fa,TA,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,1.988677,0,0,1.988677,0,0,2,0,3,1,Gd,7,Typ,1,2,Attchd,2006,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,None,None,None,0,6,2006,New,Partial,2.514229,7.30586,156.2122
826,826,20,RL,1.555235,2.262032,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,Ex,TA,Ex,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,2.033665,0,0,2.033665,1,0,2,0,2,1,Ex,7,Typ,1,2,Attchd,2007,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,None,None,None,0,6,2008,New,Partial,2.554199,7.642044,184.7409
827,827,45,RM,1.364055,2.165728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,6,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,TA,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,1.896781,0,0,1.896781,1,0,1,0,2,1,Gd,5,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,116,0,0,0,None,None,None,0,5,2008,WD,Normal,2.451322,6.664409,139.6684
828,828,20,RL,1.428968,2.2029,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,8,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,1.983512,0,0,1.983512,0,0,2,0,3,1,Gd,6,Typ,1,None,Attchd,2001,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,None,None,None,0,4,2009,WD,Normal,2.497288,7.268223,131.7992
829,829,60,RL,1.443172,2.328699,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,6,1967,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,PConc,TA,Fa,Fa,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,1.953903,966,0,2.036273,0,1,2,1,3,1,TA,7,Min2,0,None,Attchd,1967,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,None,None,None,0,6,2009,WD,Abnorml,2.495526,7.661998,87.01787
830,830,160,FV,1.156269,2.059429,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,8,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,1.833194,623,80,1.96137,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,7,2006,WD,Normal,2.476614,7.041412,128.9589
831,831,20,RL,1.477511,2.239037,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,7,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,TA,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,1.979414,0,0,1.979414,1,0,1,1,3,1,TA,6,Typ,2,2,Attchd,1957,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,None,None,None,0,6,2008,WD,Normal,2.486551,7.238497,119.2529
832,832,160,FV,1.224128,2.087489,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,8,2005,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,1.833194,600,80,1.958696,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2005,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2.47864,7.021084,134.8214
833,833,60,RL,1.330832,2.215292,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,8,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,Gd,TA,TA,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,1.923802,888,0,2.016438,1,0,2,1,3,1,Gd,7,Typ,1,None,Attchd,2003,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,None,None,None,0,1,2010,WD,Normal,2.515744,7.511525,129.579
834,834,20,RL,1.52718,2.22037,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,7,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,TA,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1.991133,0,0,1.991133,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1964,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,None,None,None,0,2,2009,WD,Normal,2.48705,7.323831,110.1583
835,835,20,RL,1.462674,2.194047,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,6,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,TA,TA,TA,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,1.951933,0,0,1.951933,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1961,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,9,2008,WD,Normal,2.472247,7.042286,122.3339
836,836,20,RL,1.409607,2.215885,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,5,1995,Gable,CompShg,VinylSd,HdBoard,None,0,TA,TA,CBlock,Gd,TA,TA,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,1.941989,0,0,1.941989,0,0,2,0,2,1,Gd,4,Min2,0,None,Attchd,1996,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,None,None,None,0,2,2010,WD,Normal,2.464686,6.972606,119.9625
837,837,30,RM,1.504035,2.197182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,6,1973,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,TA,TA,TA,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,1.994945,0,0,1.994945,1,0,1,0,2,1,TA,5,Min2,0,None,Detchd,1948,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,None,GdWo,None,0,6,2007,COD,Normal,2.480016,7.3518,98.46055
838,838,160,RM,1.113344,2.005061,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,7,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,TA,TA,TA,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,1.821321,504,0,1.930749,1,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1973,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,2.44347,6.89467,101.3171
839,839,20,RL,1.462674,2.215029,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,6,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1.946218,0,0,1.946218,0,0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1999,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,2.474652,7.002156,131.0282
840,840,50,RL,1.446565,2.237839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,6,1995,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,1.893683,432,0,1.958696,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1946,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,2.466329,7.090077,108.75
841,841,70,RH,1.443172,2.241294,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,TA,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,1.901665,672,0,1.988032,0,0,2,0,4,1,Fa,7,Typ,0,None,Detchd,1934,Unf,1,400,TA,TA,P,0,0,254,0,0,0,None,None,None,0,3,2008,WD,Normal,2.472277,7.301148,94.46694
842,842,70,RM,1.409607,2.224991,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,6,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,TA,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,1.926414,581,0,1.993187,0,0,2,0,3,1,Gd,8,Typ,1,3,Detchd,1983,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,None,None,None,0,6,2008,WD,Normal,2.482168,7.338888,102.3392
843,843,80,RL,1.48313,2.209065,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,7,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,TA,TA,Fa,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,1.954513,0,0,1.954513,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1966,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,None,GdPrv,None,0,5,2008,WD,Normal,2.490886,7.060476,150.1288
844,844,90,RL,1.477511,2.195801,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,6,1961,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,2.014308,0,0,2.014308,0,0,2,0,6,2,TA,10,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,2.472878,7.495542,78.33333
845,845,50,RM,1.52718,2.245655,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Gd,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,1.913293,540,0,1.981772,0,0,1,1,4,1,TA,7,Typ,1,2,Detchd,1949,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,None,None,None,0,6,2008,WD,Normal,2.480234,7.255591,108.6864
846,846,85,RL,1.443172,2.274184,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,6,1981,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Fa,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,2.006733,0,0,2.006733,1,0,2,0,3,1,TA,6,Min2,2,None,Basment,1975,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2007,WD,Normal,2.489016,7.438972,100.5291
847,847,60,RL,1.462674,2.212616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,8,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137,Gd,TA,PConc,Gd,TA,TA,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,1.93351,769,0,2.012441,1,0,2,1,3,1,Gd,7,Typ,1,None,Attchd,1993,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,None,None,None,0,7,2009,WD,Normal,2.50708,7.481556,120
848,848,20,RL,1.276345,2.266966,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,6,1972,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,Ex,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,1.911256,0,0,1.911256,1,0,1,0,3,1,TA,5,Typ,1,1,Attchd,1972,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD,Normal,2.468257,6.761573,154.5139
849,849,50,RL,1.462674,2.372826,Pave,None,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,7,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,1.970671,1051,0,2.0497,0,0,3,0,5,1,TA,10,Typ,1,2,Detchd,1908,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,None,None,None,0,9,2008,WD,Normal,2.51676,7.765569,101.7812
